object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of nuclei,Probability of not leaf,Convex Hull Center_0,Convex Hull Center_1,Convex Hull Center_2,Skewness of Defect Area,Mean Defect Displacement,Kurtosis of Defect Area,Object Area,Defect Center_0,Defect Center_1,Defect Center_2,Object Center_0,Object Center_1,Object Center_2,Convexity,Number of Defects,Convex Hull Area,Variance of Defect Area,Mean Defect Area,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Variance of Intensity_0,Variance of Intensity_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Size in pixels,Total Intensity_0,Total Intensity_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,Radii of the object_0,Radii of the object_1,Radii of the object_2,Mean Intensity_0,Mean Intensity_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2,Minimum intensity_0,Minimum intensity_1,Maximum intensity_0,Maximum intensity_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Skewness of Intensity_0,Skewness of Intensity_1,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1
241,0,242,0,not leaf,0.23,0.77,244.5,933.0,135.0,0.0,1.7003547,0.0,2097.0,245.00446,933.00024,134.75499,243.47496,932.9995,135.49785,0.3298207,1.0,6358.0,0.0,4261.0,234.0,925.0,127.0,41.63045,217.33182,41.63045,2.5517201,2.5517201,217.33182,2097.0,14850.0,50770.0,5.107248,2.0700343,0.014518459,-0.9998946,0.9998946,0.014518459,5.2124157,3.353579,2.9534864,7.081545,24.210777,256.0,942.0,144.0,243.47496,932.9995,135.49785,0.0,2.0,65.0,126.0,-0.7238129,0.29964143,0.62153834,-0.3372741,-0.939483,0.060148638,0.6019477,-0.16609244,0.7810712,1.6451341,1.0328864,1.722477,232.1051,1.722477,0.120340616,0.120340616,232.1051,25614.0,1616848.0,0.37751478,23.830093,0.0,2.0,32.0,116.0,5.375328,0.970927,47.665554,1.1605599
242,0,243,0,nuclei,0.8,0.2,454.0,331.5,134.5,0.0,0.9713339,0.0,1041.0,454.2346,331.31866,134.55153,453.47742,331.90393,134.38521,0.30982143,1.0,3360.0,0.0,2319.0,447.0,324.0,128.0,41.869434,43.101765,41.869434,0.276909,0.276909,43.101765,1041.0,6390.0,7408.0,9.307481,3.3663747,0.20961432,-0.97778416,0.97778416,0.20961432,3.7954867,3.1392248,2.0581172,6.1383286,7.1162343,462.0,340.0,142.0,453.47742,331.90393,134.38521,0.0,2.0,51.0,42.0,-0.47945097,-0.80288476,-0.3542638,0.8451962,-0.31383303,-0.43261093,0.23615703,-0.50683814,0.8290627,2.419161,1.7471696,4.0512285,47.777077,4.0512285,0.097130775,0.097130775,47.777077,35724.0,382420.0,0.708079,7.579878,0.0,2.0,33.0,64.0,4.7676096,1.6580284,34.51923,3.3841279
243,0,244,0,nuclei,0.86,0.14,430.5,372.0,132.5,0.0,0.56743956,0.0,499.0,430.5408,372.14737,132.34958,430.43286,371.7575,132.7475,0.3780303,1.0,1320.0,0.0,821.0,425.0,367.0,128.0,52.661877,45.018806,52.661877,-2.1542804,-2.1542804,45.018806,499.0,2975.0,3756.0,9.645534,2.3069565,0.9672437,-0.2538498,-0.2538498,-0.9672437,2.815987,2.1128368,1.8917643,5.961924,7.5270543,437.0,378.0,138.0,430.43286,371.7575,132.7475,0.0,2.0,59.0,39.0,0.7588121,-0.6498345,0.043809496,-0.572268,-0.6973314,-0.43155327,0.31098795,0.30239707,-0.90102303,2.5767653,1.5037774,5.588496,43.09767,5.588496,0.08319893,0.08319893,43.09767,29000.0,244312.0,0.8363615,7.045971,0.0,2.0,61.0,58.0,5.4145184,1.720746,50.723076,3.475832
244,0,245,0,not leaf,0.17,0.83,948.0,406.0,133.5,0.0,1.0709683,0.0,837.0,948.22754,405.71286,133.25273,947.6762,406.4086,133.85185,0.4127219,1.0,2028.0,0.0,1191.0,942.0,400.0,128.0,45.51588,84.058914,45.51588,-3.4586616,-3.4586616,84.058914,837.0,5065.0,9789.0,3.9289992,1.9034817,-0.0886732,-0.9960608,0.9960608,-0.0886732,3.0465777,2.6223717,2.347501,6.051374,11.69534,955.0,413.0,140.0,947.6762,406.4086,133.85185,0.0,2.0,42.0,54.0,0.6351179,0.6463044,0.42298445,0.6032116,-0.7570517,0.25101483,0.4824531,0.09572512,-0.87067544,1.8430711,1.2691809,7.329458,104.6896,7.329458,0.539422,0.539422,104.6896,46795.0,534681.0,1.0798929,12.338887,0.0,2.0,56.0,95.0,4.654552,1.4152597,35.214024,2.650503
245,0,246,0,not leaf,0.47,0.53,223.5,451.5,132.5,0.0,0.93590343,0.0,216.0,223.33594,451.67447,132.26302,223.79167,451.18982,132.9213,0.36,1.0,600.0,0.0,384.0,221.0,447.0,128.0,28.994513,41.84823,28.994513,6.8798013,6.8798013,41.84823,216.0,1280.0,1553.0,1.6958195,1.224279,0.3983451,-0.9172356,0.9172356,0.3983451,2.9198892,1.4234451,1.1532636,5.9259257,7.189815,227.0,457.0,138.0,223.79167,451.18982,132.9213,0.0,2.0,29.0,32.0,-0.02088642,-0.61924493,-0.78492004,0.6779302,-0.5858062,0.4441191,0.73482955,0.5228449,-0.4320402,1.2100853,1.373687,4.772368,47.840405,4.772368,0.4719463,0.4719463,47.840405,24555.0,246159.0,0.7616315,7.635205,0.0,2.0,105.0,60.0,7.004237,1.5963802,180.3977,2.9358778
246,0,247,0,not leaf,0.29,0.71,84.0,467.5,130.5,0.0,0.66039133,0.0,131.0,84.140495,467.1901,130.45454,83.87023,467.78625,130.54199,0.51984125,1.0,252.0,0.0,121.0,81.0,465.0,128.0,27.32463,58.79774,27.32463,-2.4051628,-2.4051628,58.79774,131.0,768.0,1324.0,2.001929,0.4916333,-0.07576011,-0.9971261,0.9971261,-0.07576011,1.5646743,1.3633381,1.3109194,5.8625956,10.106871,88.0,471.0,134.0,83.87023,467.78625,130.54199,0.0,2.0,25.0,37.0,-0.9158848,-0.28425303,0.28347006,0.06311505,0.5953879,0.80095553,0.39644867,-0.7514742,0.52736604,1.3814081,0.97571695,3.6682737,60.326485,3.6682737,0.30203176,0.30203176,60.326485,12988.0,173242.0,0.67295337,8.97627,0.0,2.0,28.0,59.0,4.3568945,1.4700537,27.693203,2.4820259
247,0,248,0,nuclei,0.55,0.45,738.5,492.5,132.5,0.0,0.95043325,0.0,216.0,738.74243,492.3409,132.18561,738.2037,492.69446,132.88426,0.45,1.0,480.0,0.0,264.0,736.0,489.0,128.0,36.68105,39.845142,36.68105,-1.403185,-1.403185,39.845142,216.0,1429.0,1327.0,1.836759,3.506313,-0.35487187,-0.93491495,0.93491495,-0.35487187,2.4440596,1.5304568,1.2560599,6.615741,6.1435184,742.0,497.0,138.0,738.2037,492.69446,132.88426,0.0,2.0,32.0,36.0,0.2860846,0.36948633,-0.8841015,0.52376807,-0.8329251,-0.17861348,0.80238557,0.41196558,0.4318122,1.2286624,1.8765715,5.3994513,40.10857,5.3994513,0.03391558,0.03391558,40.10857,40271.0,214564.0,1.2547046,6.6850696,0.0,2.0,35.0,61.0,3.045917,1.7856239,17.349396,3.8202007
248,0,249,0,not leaf,0.48,0.52,734.5,498.5,131.5,0.0,1.0835326,0.0,132.0,734.35254,498.39102,131.03847,734.67426,498.62878,132.04546,0.45833334,1.0,288.0,0.0,156.0,732.0,496.0,128.0,64.491905,51.666435,64.491905,-4.014807,-4.014807,51.666435,132.0,1119.0,970.0,0.8124706,8.017257,0.9611429,-0.27605137,-0.27605137,-0.9611429,1.7138318,1.3351798,1.2568005,8.477273,7.348485,738.0,502.0,136.0,734.67426,498.62878,132.04546,0.0,2.0,35.0,49.0,0.17222117,0.43936175,-0.8816468,-0.18731251,-0.864083,-0.46719867,0.96708524,-0.24560499,0.06651543,1.1009732,2.3109946,5.429082,37.93074,5.429082,0.029660221,0.029660221,37.93074,31528.0,161680.0,1.2539973,6.4306736,0.0,2.0,35.0,61.0,2.8850505,1.8532041,14.608481,4.184996
249,0,250,0,nuclei,0.92,0.08,318.5,502.5,132.5,0.0,0.83937633,0.0,582.0,318.57306,502.59454,132.86246,318.41238,502.3866,132.06529,0.4546875,1.0,1280.0,0.0,698.0,311.0,499.0,128.0,22.88431,34.07258,22.88431,0.34056637,0.34056637,34.07258,582.0,3179.0,3524.0,1.088648,3.3410919,0.03039739,-0.9995379,0.9995379,0.03039739,3.5297184,2.1264813,1.7269443,5.462199,6.0549827,327.0,507.0,138.0,318.41238,502.3866,132.06529,0.0,2.0,25.0,34.0,-0.97749555,-0.18111262,0.108169556,0.0053940215,0.49113303,0.8710679,0.21088703,-0.85204846,0.47910345,1.1007115,1.8193032,0.9948813,40.280346,0.9948813,0.024891408,0.024891408,40.280346,8431.0,240325.0,0.23558176,6.7152395,0.0,2.0,19.0,66.0,5.9080396,1.8241887,51.737713,4.2508945
250,0,251,nuclei,nuclei,0.99,0.01,514.0,611.0,133.5,0.0,2.8867767,0.0,1242.0,514.0138,611.9816,133.86777,513.9758,609.27856,132.85507,0.3631579,1.0,3420.0,0.0,2178.0,507.0,602.0,128.0,43.822006,31.940556,43.822006,0.19565347,0.19565347,31.940556,1242.0,8504.0,7184.0,7.931706,4.584393,0.9998645,0.016460441,0.016460441,-0.9998645,3.9152029,3.3544757,2.1999116,6.847021,5.784219,522.0,621.0,140.0,513.9758,609.27856,132.85507,0.0,2.0,60.0,39.0,-0.25134286,0.8580052,-0.447944,-0.93857527,-0.103002734,0.32934323,0.23643874,0.5032072,0.8311914,2.1017885,1.9792105,4.069934,32.479973,4.069934,0.062485304,0.062485304,32.479973,30452.0,271736.0,0.65627897,5.856253,0.0,2.0,61.0,55.0,6.082116,1.9824612,72.23451,4.8264165
251,0,252,nuclei,nuclei,0.96,0.04,495.0,678.0,133.5,0.0,1.0305027,0.0,537.0,495.17648,677.6517,133.55363,494.7151,678.5624,133.4134,0.38247862,1.0,1404.0,0.0,867.0,489.0,674.0,128.0,29.99828,37.33956,29.99828,1.282676,1.282676,37.33956,537.0,2791.0,3451.0,5.953982,3.418897,0.1672984,-0.9859063,0.9859063,0.1672984,3.1661112,2.1679192,1.7448682,5.197393,6.426443,502.0,683.0,140.0,494.7151,678.5624,133.4134,0.0,2.0,36.0,40.0,0.83695,-0.50310045,-0.21541728,0.1951545,0.64209515,-0.74136937,0.51130164,0.5784495,0.6355839,1.9855763,1.7560775,3.6988945,36.871845,3.6988945,-0.09602019,-0.09602019,36.871845,27482.0,261429.0,0.67291874,6.4012976,0.0,2.0,36.0,53.0,4.6643248,1.7964724,34.83658,3.7426357
252,0,253,0,not leaf,0.4,0.6,167.0,722.0,133.0,0.0,0.7129811,0.0,712.0,166.76881,721.85675,133.06528,167.35814,722.2219,132.89888,0.3922865,1.0,1815.0,0.0,1103.0,160.0,717.0,128.0,24.06384,88.21885,24.06384,2.061924,2.061924,88.21885,712.0,3994.0,8744.0,2.6969957,1.2552811,0.032090053,-0.99948496,0.99948496,0.032090053,3.807579,2.4219348,1.9424917,5.6095505,12.280899,175.0,728.0,139.0,167.35814,722.2219,132.89888,0.0,2.0,32.0,54.0,-0.95967424,0.27018452,0.07762503,0.08091061,0.5299233,-0.84417695,0.26921886,0.80385417,0.5304146,1.3349944,1.1114374,1.3418789,88.964355,1.3418789,0.07986708,0.07986708,88.964355,11946.0,492511.0,0.29455566,12.143973,0.0,2.0,29.0,90.0,5.856373,1.2858,54.37545,2.226321
253,0,254,0,nuclei,0.75,0.25,356.5,761.0,132.5,0.0,2.4455693,0.0,983.0,355.5011,761.2388,132.52542,357.87894,760.6704,132.4649,0.42008546,1.0,2340.0,0.0,1357.0,348.0,755.0,128.0,41.96337,50.26045,41.96337,-0.86255354,-0.86255354,50.26045,983.0,6282.0,7833.0,3.4514115,1.9658625,-0.10231899,-0.99475163,0.99475163,-0.10231899,4.009005,2.9323184,2.0737002,6.3906407,7.968464,366.0,768.0,138.0,357.87894,760.6704,132.4649,0.0,2.0,42.0,37.0,-0.9963854,0.027526917,-0.080364324,0.02309801,0.99818987,0.05552924,-0.0817474,-0.053472266,0.9952176,1.613904,1.4500208,6.765239,52.444225,6.765239,0.24785863,0.24785863,52.444225,38180.0,313036.0,0.9853666,8.078974,0.0,2.0,45.0,56.0,4.881051,1.5723492,38.0882,2.882064
254,0,255,not leaf,not leaf,0.12,0.88,746.5,770.5,135.0,0.0,2.87501,0.0,2015.0,746.9346,771.0467,135.53174,745.51117,769.2561,133.79007,0.30530304,1.0,6600.0,0.0,4585.0,737.0,760.0,128.0,32.687256,53.221924,32.687256,0.55407745,0.55407745,53.221924,2015.0,13969.0,16764.0,3.7444835,2.6515334,0.026953125,-0.9996367,0.9996367,0.026953125,5.9556456,3.1131191,2.563699,6.932506,8.319603,757.0,782.0,143.0,745.51117,769.2561,133.79007,0.0,2.0,45.0,50.0,-0.7104819,0.16891839,-0.68314135,-0.7019867,-0.23812868,0.67120004,0.049297523,-0.95643157,-0.28776455,1.452635,1.51997,8.312388,55.014,8.312388,0.31995338,0.31995338,55.014,80032.0,519433.0,1.2976198,8.421963,0.0,2.0,59.0,65.0,4.426504,1.5444657,37.921333,2.9122455
255,0,256,0,nuclei,0.79,0.21,550.0,898.0,132.0,0.0,1.8377053,0.0,737.0,549.5393,897.75543,131.43124,550.63635,898.3378,132.78561,0.41994303,1.0,1755.0,0.0,1018.0,544.0,891.0,128.0,35.428593,62.715538,35.428593,1.9722646,1.9722646,62.715538,737.0,4470.0,7300.0,3.6666884,1.2149204,0.07171982,-0.99742484,0.99742484,0.07171982,3.711657,2.4882255,1.8664277,6.065129,9.905021,557.0,906.0,137.0,550.63635,898.3378,132.78561,0.0,2.0,36.0,48.0,0.26670942,-0.96323776,-0.032235518,0.96142733,0.26824445,-0.06084708,-0.0672572,0.01476362,-0.9976264,1.6539385,1.1318963,5.450948,57.465744,5.450948,0.053824443,0.053824443,57.465744,31412.0,283565.0,0.9417761,8.501679,0.0,2.0,62.0,64.0,4.9336214,1.5559407,48.67907,2.9077508
256,0,257,0,not leaf,0.3,0.7,90.5,87.0,134.5,0.0,1.1143272,0.0,787.0,90.33088,87.36129,134.74562,90.73316,86.50191,134.16138,0.42040598,1.0,1872.0,0.0,1085.0,85.0,81.0,129.0,24.31568,65.12634,24.31568,1.5344584,1.5344584,65.12634,787.0,4743.0,6760.0,0.40285295,2.7647836,0.037520003,-0.9992959,0.9992959,0.037520003,3.1054854,2.715883,2.0761945,6.026684,8.589581,97.0,94.0,141.0,90.73316,86.50191,134.16138,0.0,2.0,22.0,46.0,-0.43130308,0.79914975,-0.41873303,0.80352116,0.1291873,-0.581089,-0.41028214,-0.5870863,-0.69785255,0.8648793,1.6445092,3.7152023,78.26798,3.7152023,0.06455897,0.06455897,78.26798,37391.0,435949.0,0.8730911,10.179541,0.0,2.0,22.0,82.0,2.8309293,1.5614476,10.545835,3.397749
257,0,258,0,not leaf,0.28,0.72,1019.5,360.5,134.5,0.0,2.2701116,0.0,446.0,1018.5234,360.12256,134.37354,1020.62555,360.93497,134.64574,0.46458334,1.0,960.0,0.0,514.0,1016.0,356.0,129.0,27.33568,93.96624,27.33568,-3.0254378,-3.0254378,93.96624,446.0,2796.0,4911.0,1.2457471,1.9951528,-0.04526648,-0.9989749,0.9989749,-0.04526648,2.9029973,2.0131679,1.8175921,6.269058,11.01121,1024.0,366.0,141.0,1020.62555,360.93497,134.64574,0.0,2.0,29.0,56.0,-0.09460749,0.5856089,-0.8050538,-0.4567255,-0.74408454,-0.4875859,0.88456273,-0.32155934,-0.3378585,1.0282996,1.4098424,5.7579527,96.09413,5.7579527,-0.2977926,-0.2977926,96.09413,19775.0,251236.0,0.8954041,11.375866,0.0,2.0,45.0,82.0,5.046033,1.4843771,41.421272,2.8128657
258,0,259,0,not leaf,0.19,0.81,909.0,442.0,132.5,0.0,0.41894093,0.0,222.0,909.16315,441.9858,132.58511,908.7928,442.018,132.39189,0.44047618,1.0,504.0,0.0,282.0,906.0,438.0,129.0,21.555738,47.06298,21.555738,2.2935638,2.2935638,47.06298,222.0,1129.0,1774.0,2.8465962,2.5500603,0.08884986,-0.99604505,0.99604505,0.08884986,1.9779905,1.589615,1.5271895,5.0855856,7.990991,913.0,447.0,137.0,908.7928,442.018,132.39189,0.0,2.0,28.0,41.0,0.35654917,0.048374463,-0.9330234,-0.66140515,-0.692263,-0.2886437,0.65986055,-0.7200221,0.21483068,1.3204024,1.4893517,4.7052813,76.62746,4.7052813,-0.2816917,-0.2816917,76.62746,23744.0,268302.0,0.904878,10.224924,0.0,2.0,39.0,73.0,3.9143443,1.4779311,25.338442,2.7557106
259,0,260,0,nuclei,0.89,0.11,398.0,499.0,132.0,0.0,0.18500303,0.0,159.0,398.0435,499.0435,132.05978,397.94968,498.94968,131.93082,0.46355686,1.0,343.0,0.0,184.0,395.0,496.0,129.0,38.97599,21.998892,38.97599,-1.9163799,-1.9163799,21.998892,159.0,1043.0,857.0,3.8482494,1.1410846,0.9938437,-0.11079122,-0.11079122,-0.9938437,1.8229111,1.501672,1.2451873,6.5597486,5.389937,402.0,503.0,136.0,397.94968,498.94968,131.93082,0.0,2.0,36.0,23.0,-0.6920614,-0.13650373,-0.7088143,-0.7173375,0.020567615,0.6964222,0.08048561,-0.990426,0.1121533,1.765093,1.375046,3.2231686,34.20985,3.2231686,-0.023035008,-0.023035008,34.20985,12970.0,135505.0,0.5746057,6.003234,0.0,2.0,32.0,64.0,4.616729,1.9818842,29.940914,5.0474267
260,0,261,0,not leaf,0.26,0.74,921.0,510.5,135.0,0.0,0.19210124,0.0,613.0,921.01996,510.47507,134.93925,920.9641,510.54486,135.1093,0.3572261,1.0,1716.0,0.0,1103.0,916.0,505.0,129.0,26.971123,41.24965,26.971123,0.77153254,0.77153254,41.24965,613.0,3507.0,4531.0,2.6581657,2.9049995,0.05379958,-0.9985517,0.9985517,0.05379958,3.4279814,2.0183823,1.9125352,5.721044,7.391517,927.0,517.0,142.0,920.9641,510.54486,135.1093,0.0,2.0,32.0,39.0,0.5508058,0.15118423,-0.8208266,-0.4787144,-0.74838537,-0.45907715,0.68369985,-0.64580387,0.33984092,1.3630981,1.603501,3.9667156,42.566574,3.9667156,-0.012857563,-0.012857563,42.566574,40965.0,311695.0,0.91664803,6.9746027,0.0,2.0,38.0,69.0,3.4592967,1.7465354,22.279417,3.7101681
261,0,262,0,not leaf,0.36,0.64,855.0,572.5,132.5,0.0,0.80227613,0.0,160.0,854.9773,572.1648,132.31818,855.025,572.8688,132.7,0.47619048,1.0,336.0,0.0,176.0,852.0,570.0,129.0,23.287148,32.798397,23.287148,2.3102734,2.3102734,32.798397,160.0,1037.0,1021.0,0.6134205,0.6884404,0.22418904,-0.97454566,0.97454566,0.22418904,1.7633761,1.5082331,1.2948499,6.48125,6.38125,859.0,576.0,137.0,855.025,572.8688,132.7,0.0,2.0,22.0,24.0,0.6515793,-0.73929256,0.16997327,0.17682421,0.3659157,0.9136952,0.73768395,0.5652895,-0.36914793,0.95148206,1.2983406,2.7930512,37.479176,2.7930512,0.04411539,0.04411539,37.479176,19203.0,163077.0,0.754479,6.407237,0.0,2.0,20.0,49.0,2.7290003,1.8087226,9.964125,3.700807
262,0,263,0,nuclei,0.53,0.47,235.5,572.5,132.5,0.0,0.87776,0.0,248.0,235.57098,572.2685,132.47993,235.31451,573.10486,132.55241,0.2767857,1.0,896.0,0.0,648.0,232.0,566.0,129.0,24.084026,93.48203,24.084026,-0.6034079,-0.6034079,93.48203,248.0,1336.0,2957.0,2.5454547,1.2443048,-0.008693903,-0.9999622,0.9999622,-0.008693903,3.6715126,1.7420624,1.1542233,5.387097,11.923388,240.0,580.0,137.0,235.31451,573.10486,132.55241,0.0,2.0,29.0,49.0,0.07741838,-0.7922489,-0.6052669,-0.96673536,0.0887904,-0.23987298,0.243781,0.6037035,-0.759021,1.3478243,1.2089242,2.5338833,68.19555,2.5338833,0.30498552,0.30498552,68.19555,12422.0,272114.0,0.4520543,9.9026165,0.0,2.0,26.0,59.0,4.9890633,1.3260314,33.24338,1.858754
263,0,264,0,nuclei,0.91,0.09,351.0,680.5,134.0,0.0,0.5972408,0.0,700.0,350.79626,680.58466,134.10335,351.29572,680.37714,133.85,0.4079254,1.0,1716.0,0.0,1016.0,345.0,675.0,129.0,35.363876,43.50204,35.363876,1.7655102,1.7655102,43.50204,700.0,4090.0,4880.0,8.114982,3.9459944,0.20325948,-0.9791249,0.9791249,0.20325948,3.0604014,2.6491942,1.9641321,5.8428574,6.9714284,358.0,687.0,140.0,351.29572,680.37714,133.85,0.0,2.0,49.0,50.0,-0.63028663,0.69726527,0.34140876,0.69168097,0.3046133,0.6548192,0.35258502,0.64886975,-0.6742788,2.1786046,1.7603573,2.987546,42.725567,2.987546,0.10983236,0.10983236,42.725567,21431.0,277519.0,0.54118687,7.0080557,0.0,2.0,32.0,55.0,5.092698,1.753633,39.943867,3.7953162
264,0,265,0,nuclei,0.85,0.15,440.5,684.0,132.5,0.0,0.67225367,0.0,157.0,440.30167,684.1844,132.65923,440.7261,683.7898,132.31847,0.4672619,1.0,336.0,0.0,179.0,438.0,681.0,129.0,25.046534,34.00706,25.046534,1.9696945,1.9696945,34.00706,157.0,885.0,995.0,1.2048252,6.3189144,0.20562454,-0.97863096,0.97863096,0.20562454,1.9104677,1.4090611,1.2834436,5.636943,6.3375797,444.0,688.0,137.0,440.7261,683.7898,132.31847,0.0,2.0,26.0,40.0,0.21794319,0.947515,-0.23391463,-0.5697792,0.31811965,0.7577279,0.7923714,-0.031861953,0.6092063,0.99103916,2.020273,3.9117088,37.84723,3.9117088,-0.024997396,-0.024997396,37.84723,16738.0,164827.0,0.65603197,6.460257,0.0,2.0,48.0,51.0,6.154977,1.8243008,70.22693,3.8549063
265,0,266,0,nuclei,0.95,0.05,399.5,716.0,134.5,0.0,1.632459,0.0,998.0,399.6678,716.6956,134.2892,399.3006,715.17334,134.7505,0.4569597,1.0,2184.0,0.0,1186.0,393.0,710.0,129.0,43.167156,42.494053,43.167156,-1.4340495,-1.4340495,42.494053,998.0,6461.0,7075.0,3.6392815,3.4387064,0.78373444,-0.6210961,-0.6210961,-0.78373444,3.517089,2.5560415,2.4503586,6.473948,7.0891786,407.0,723.0,141.0,399.3006,715.17334,134.7505,0.0,2.0,40.0,43.0,0.84830827,-0.31331316,-0.42685828,0.4265741,0.8819779,0.20037347,0.31369993,-0.35206518,0.8818404,1.6817708,1.7069694,3.605267,41.318073,3.605267,0.07520027,0.07520027,41.318073,27452.0,304170.0,0.6182326,6.8500586,0.0,2.0,42.0,57.0,5.554462,1.7772205,54.22897,3.8345418
266,0,267,0,not leaf,0.42,0.58,218.0,748.0,138.0,0.0,0.84793955,0.0,1475.0,218.13501,748.0737,137.72516,217.77153,747.87524,138.46509,0.37144297,1.0,3971.0,0.0,2496.0,209.0,743.0,129.0,95.52357,95.94836,95.52357,4.442137,4.442137,95.94836,1475.0,12222.0,18783.0,11.25232,1.6061751,0.6900151,-0.723795,0.723795,0.6900151,5.3322134,2.6889079,2.3372424,8.286101,12.734238,228.0,754.0,148.0,217.77153,747.87524,138.46509,0.0,2.0,93.0,70.0,-0.74903756,-0.5517405,0.36677665,-0.0009275982,0.55447495,0.83219993,0.6625269,-0.6230088,0.41583434,2.6559284,1.2118628,1.236282,97.07761,1.236282,-0.15792195,-0.15792195,97.07761,18551.0,897353.0,0.26711303,12.92085,0.0,2.0,39.0,81.0,7.151099,1.2190503,95.901825,1.8314176
267,0,268,0,nuclei,0.86,0.14,447.0,783.5,135.0,0.0,1.667165,0.0,1503.0,447.56317,783.6701,135.28935,446.13107,783.23755,134.55356,0.3932496,1.0,3822.0,0.0,2319.0,437.0,777.0,129.0,71.20213,48.981575,71.20213,0.9007295,0.9007295,48.981575,1503.0,10632.0,11607.0,18.605114,3.1143887,0.9991821,0.040436376,0.040436376,-0.9991821,4.8314614,3.0381327,2.3763077,7.073852,7.7225547,458.0,791.0,142.0,446.13107,783.23755,134.55356,0.0,2.0,101.0,52.0,-0.975938,-0.0627289,-0.20883027,-0.085526794,0.9911023,0.10198759,0.20057459,0.11739416,-0.97261935,3.2043574,1.6295046,11.7722645,42.905186,11.7722645,0.12603332,0.12603332,42.905186,68404.0,355663.0,1.3492446,7.015326,0.0,2.0,75.0,59.0,5.1473317,1.7364705,43.83335,3.6297717
268,0,269,0,not leaf,0.12,0.88,79.5,804.0,139.5,0.0,2.7201917,0.0,2710.0,79.74071,803.74603,140.30939,78.99815,804.52954,137.81255,0.3241627,1.0,8360.0,0.0,5650.0,70.0,795.0,129.0,36.760277,104.80915,36.760277,1.877482,1.877482,104.80915,2710.0,18112.0,37782.0,3.66996,1.2366407,0.02755876,-0.9996202,0.9996202,0.02755876,5.732168,4.35699,2.625555,6.683395,13.941697,90.0,814.0,151.0,78.99815,804.52954,137.81255,0.0,2.0,48.0,67.0,-0.6550266,0.19900675,-0.72892827,0.681875,-0.25995934,-0.68371606,0.32555583,0.9448902,-0.03458255,1.5802182,1.0939206,6.6751947,95.46723,6.6751947,0.09714656,0.09714656,95.46723,97971.0,1131619.0,1.1007607,12.714392,0.0,2.0,49.0,88.0,4.176161,1.2357707,29.431116,1.9140922
269,0,270,0,nuclei,0.83,0.17,503.0,854.5,134.5,0.0,0.67361146,0.0,1675.0,503.0683,854.2516,134.39075,502.90387,854.84955,134.65373,0.41542658,1.0,4032.0,0.0,2357.0,493.0,847.0,129.0,65.1873,48.881256,65.1873,-0.121779636,-0.121779636,48.881256,1675.0,12201.0,12668.0,9.369081,3.7624028,0.9999721,-0.007467749,-0.007467749,-0.9999721,4.5509143,3.4131505,2.360505,7.284179,7.562985,514.0,863.0,141.0,502.90387,854.84955,134.65373,0.0,2.0,69.0,45.0,-0.9797159,-0.1377528,-0.14553659,-0.071902335,0.91954947,-0.38634032,0.18704756,-0.36803934,-0.910802,2.4807007,1.760647,4.8472786,46.0946,4.8472786,-0.09399249,-0.09399249,46.0946,41042.0,352256.0,0.85659426,7.351992,0.0,2.0,59.0,57.0,5.5822687,1.6976882,64.08036,3.4999638
