object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of nuclei,Probability of not leaf,Convex Hull Center_0,Convex Hull Center_1,Convex Hull Center_2,Skewness of Defect Area,Mean Defect Displacement,Kurtosis of Defect Area,Object Area,Defect Center_0,Defect Center_1,Defect Center_2,Object Center_0,Object Center_1,Object Center_2,Convexity,Number of Defects,Convex Hull Area,Variance of Defect Area,Mean Defect Area,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Variance of Intensity_0,Variance of Intensity_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Size in pixels,Total Intensity_0,Total Intensity_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,Radii of the object_0,Radii of the object_1,Radii of the object_2,Mean Intensity_0,Mean Intensity_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2,Minimum intensity_0,Minimum intensity_1,Maximum intensity_0,Maximum intensity_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Skewness of Intensity_0,Skewness of Intensity_1,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1
0,0,1,0,not leaf,0.17,0.83,1020.5,907.0,9.5,0.0,2.3553128,0.0,474.0,1019.68396,907.0585,10.367966,1021.29535,906.94305,8.654009,0.50641024,1.0,936.0,0.0,462.0,1018.0,901.0,4.0,50.434315,570.4905,50.434315,-6.478832,-6.478832,570.4905,474.0,3784.0,16829.0,1.9880452,1.1431823,-0.012455047,-0.99992245,0.99992245,-0.012455047,3.0122437,2.5842185,1.4430226,7.9831223,35.50422,1024.0,914.0,16.0,1021.29535,906.94305,8.654009,0.0,2.0,42.0,133.0,0.009769706,0.02458289,-0.99965006,-0.9274832,-0.3734192,-0.018247347,0.3737371,-0.92733693,-0.019152023,1.3559223,1.0708724,1.2475237,270.94186,1.2475237,0.38611323,0.38611323,270.94186,7257.0,442243.0,0.33231065,20.251076,0.0,2.0,16.0,184.0,4.2236767,1.7051898,24.517292,4.7571945
1,0,2,0,not leaf,0.21,0.79,978.5,949.5,19.0,0.0,1.321221,0.0,1704.0,978.279,949.63354,19.531843,978.7729,949.3351,18.34331,0.44747898,1.0,3808.0,0.0,2104.0,971.0,943.0,11.0,32.96516,253.2588,32.96516,-1.7661943,-1.7661943,253.2588,1704.0,11903.0,31722.0,2.2881885,8.273692,-0.008016682,-0.9999679,0.9999679,-0.008016682,3.9353359,3.8217294,2.4558709,6.9853287,18.616198,987.0,957.0,28.0,978.7729,949.3351,18.34331,0.0,2.0,36.0,135.0,-0.8455189,-0.021982284,0.5334928,0.512447,-0.31407145,0.7992228,0.14998612,0.94914484,0.2768181,1.2420728,2.1789858,2.1898768,608.23364,2.1898768,-2.341131,-2.341131,608.23364,25147.0,1736533.0,0.3892845,26.882149,0.0,2.0,65.0,237.0,8.115935,1.7547734,150.9104,4.2672486
2,0,3,0,not leaf,0.16,0.84,946.0,986.5,17.0,0.0,0.69151825,0.0,220.0,946.06335,986.67255,16.760563,945.91815,986.2773,17.309092,0.43650794,1.0,504.0,0.0,284.0,943.0,983.0,13.0,54.74403,340.07233,54.74403,-1.3530992,-1.3530992,340.07233,220.0,1303.0,7070.0,5.6983824,0.563884,-0.004742094,-0.99998873,0.99998873,-0.004742094,2.038858,1.5953802,1.4664675,5.922727,32.136364,950.0,991.0,22.0,945.91815,986.2773,17.309092,0.0,2.0,42.0,96.0,-0.41332215,0.5033704,-0.7588037,0.6053131,-0.47065422,-0.64193505,0.68026525,0.72463983,0.110164896,2.1950672,0.8590569,2.4080071,562.0533,2.4080071,-1.3538257,-1.3538257,562.0533,9919.0,924140.0,0.34170455,31.836159,0.0,2.0,38.0,245.0,8.607858,1.3822286,115.54459,2.8921545
3,0,4,0,not leaf,0.19,0.81,954.0,988.5,18.5,0.0,1.1776171,0.0,452.0,954.02844,988.22986,18.191942,953.9469,989.0044,19.075222,0.34876543,1.0,1296.0,0.0,844.0,950.0,983.0,13.0,45.846306,473.34277,45.846306,-37.824123,-37.824123,473.34277,452.0,2640.0,15346.0,5.4060674,1.6846292,-0.08745978,-0.9961681,0.9961681,-0.08745978,2.6427696,2.407926,1.5968318,5.840708,33.95133,959.0,995.0,25.0,953.9469,989.0044,19.075222,0.0,2.0,42.0,149.0,-0.13460852,0.27603015,-0.95167637,0.6230647,0.77037644,0.13531627,-0.7705004,0.57474124,0.27568388,2.0818927,1.0476942,1.9014138,583.1192,1.9014138,-0.8509885,-0.8509885,583.1192,11404.0,1326554.0,0.28133017,32.72533,0.0,1.0,42.0,245.0,9.233651,1.3213468,140.98364,2.574218
4,0,5,0,not leaf,0.39,0.61,303.5,131.0,18.0,0.0,0.3817466,0.0,190.0,303.6433,130.99681,18.01274,303.26315,131.00526,17.978947,0.37698412,1.0,504.0,0.0,314.0,300.0,128.0,14.0,39.928226,204.9504,39.928226,-6.5772576,-6.5772576,204.9504,190.0,1281.0,4379.0,0.38516334,0.96780264,-0.03976223,-0.99920917,0.99920917,-0.03976223,1.9548496,1.5292084,1.3676116,6.7421055,23.047369,308.0,135.0,23.0,303.26315,131.00526,17.978947,0.0,2.0,28.0,79.0,-0.41859382,-0.45629582,-0.7852218,-0.46345192,-0.6362346,0.6167802,0.7810195,-0.62209296,-0.054852705,0.961458,0.9535956,2.7526383,338.77646,2.7526383,-0.2496262,-0.2496262,338.77646,11910.0,813801.0,0.4150115,28.357412,0.0,2.0,35.0,165.0,6.6765184,1.0737312,64.99754,1.6924915
5,0,6,0,nuclei,0.54,0.46,303.0,107.5,18.5,0.0,1.1284199,0.0,217.0,302.94882,107.82326,18.037209,303.0507,107.179726,18.958525,0.5023148,1.0,432.0,0.0,215.0,299.0,105.0,15.0,31.680605,265.458,31.680605,-2.1853724,-2.1853724,265.458,217.0,1339.0,6048.0,1.6115863,0.935916,-0.009346866,-0.9999563,0.9999563,-0.009346866,2.1201463,1.7865561,1.2499284,6.170507,27.870968,308.0,111.0,23.0,303.0507,107.179726,18.958525,0.0,4.0,29.0,84.0,0.9182704,-0.25391313,0.30382168,-0.25272474,0.21484093,0.9433841,0.30481094,0.9430649,-0.13311194,1.2255825,0.98068863,3.059589,412.32193,3.059589,-0.18284109,-0.18284109,412.32193,12217.0,746528.0,0.46313354,28.300087,0.0,2.0,35.0,189.0,6.380872,1.2766738,58.944798,2.4308474
6,0,7,0,not leaf,0.31,0.69,274.5,174.5,20.5,0.0,0.6535479,0.0,119.0,274.67456,174.39053,20.674557,274.2521,174.65546,20.2521,0.41319445,1.0,288.0,0.0,169.0,272.0,172.0,17.0,63.14653,176.36862,63.14653,0.11411624,0.11411624,176.36862,119.0,922.0,2656.0,-0.20011193,-0.27506557,0.0010078957,-0.99999946,0.99999946,0.0010078957,1.6674532,1.2826073,1.2130785,7.747899,22.319328,278.0,178.0,25.0,274.2521,174.65546,20.2521,0.0,2.0,29.0,61.0,0.13864383,0.77265745,-0.61949843,-0.3738841,-0.5384111,-0.7551981,0.9170543,-0.3363242,-0.21423697,0.94355994,0.5852757,2.3732743,321.90286,2.3732743,0.4423963,0.4423963,321.90286,10788.0,616812.0,0.43217692,24.71004,0.0,2.0,26.0,180.0,5.554285,1.4555222,44.449368,3.5008845
7,0,8,0,not leaf,0.25,0.75,1006.5,893.0,23.0,0.0,2.0769923,0.0,1424.0,1006.07245,892.26166,22.568863,1007.0014,893.86584,23.505617,0.46024564,1.0,3094.0,0.0,1670.0,1000.0,885.0,17.0,39.263073,265.95993,39.263073,3.298744,3.298744,265.95993,1424.0,10047.0,35178.0,3.197707,1.4167007,0.014546725,-0.9998942,0.9998942,0.014546725,4.163572,3.0050385,2.4961677,7.0554776,24.703651,1014.0,902.0,30.0,1007.0014,893.86584,23.505617,0.0,2.0,51.0,107.0,-0.3345271,-0.9313323,-0.14391592,0.8763125,-0.25124827,-0.41103616,0.34665263,-0.26361805,0.9001875,1.3980794,1.042149,2.9756227,228.0405,2.9756227,-0.15333258,-0.15333258,228.0405,17709.0,724919.0,0.45632344,18.679628,0.0,2.0,66.0,222.0,10.554074,1.7421587,245.83931,5.7274036
8,0,9,0,not leaf,0.17,0.83,931.0,971.5,26.0,0.0,0.6212894,0.0,568.0,931.1362,971.2309,26.001661,930.85565,971.7852,25.99824,0.4854701,1.0,1170.0,0.0,602.0,927.0,967.0,20.0,24.082867,177.47704,24.082867,5.1792054,5.1792054,177.47704,568.0,3243.0,10688.0,1.3131139,1.0806272,0.033706464,-0.9994318,0.9994318,0.033706464,2.9254196,2.158498,1.92993,5.709507,18.816902,936.0,977.0,33.0,930.85565,971.7852,25.99824,0.0,2.0,28.0,79.0,-0.15552251,0.7342617,-0.660812,0.053166416,-0.6617602,-0.747828,0.98640054,0.1514371,-0.063880555,1.0417833,1.026709,2.5851226,412.93808,2.5851226,0.31240124,0.31240124,412.93808,21409.0,1129001.0,0.48192418,25.414213,0.0,2.0,42.0,205.0,5.9480486,1.6586643,64.152084,4.3646655
9,0,10,0,not leaf,0.32,0.68,307.5,124.5,26.5,0.0,0.5571397,0.0,378.0,307.42578,124.399025,26.377129,307.66138,124.719574,26.767197,0.315,1.0,1200.0,0.0,822.0,303.0,120.0,21.0,48.55559,357.54074,48.55559,-10.47617,-10.47617,357.54074,378.0,2531.0,13917.0,2.3232129,0.7920995,-0.0338468,-0.999427,0.999427,-0.0338468,3.1842318,1.8059598,1.453816,6.6957674,36.81746,313.0,130.0,33.0,307.66138,124.719574,26.767197,0.0,3.0,42.0,125.0,-0.46166205,-0.6280185,-0.62646705,-0.5473698,-0.35405737,0.75830716,0.6980362,-0.6929907,0.18030347,1.4549167,0.7350099,3.581511,379.1472,3.581511,0.65645266,0.65645266,379.1472,19765.0,1167845.0,0.49610943,29.31338,0.0,2.0,36.0,193.0,6.523132,1.1634717,62.091442,2.0927944
10,0,11,0,not leaf,0.38,0.62,306.0,107.5,26.5,0.0,0.43607143,0.0,187.0,305.86267,107.377686,26.562231,306.1711,107.652405,26.42246,0.44523808,1.0,420.0,0.0,233.0,303.0,105.0,22.0,34.101574,347.15875,34.101574,0.8810375,0.8810375,347.15875,187.0,1308.0,5938.0,0.031170987,0.58935875,0.002814269,-0.99999607,0.99999607,0.002814269,2.2454476,1.3808644,1.3185766,6.9946523,31.754011,310.0,111.0,32.0,306.1711,107.652405,26.42246,0.0,2.0,26.0,100.0,0.34191936,-0.5403047,-0.76887053,0.12689182,-0.7841442,0.6074672,0.9311228,0.30526817,0.19955385,0.8278131,0.8673,4.9346066,394.86935,4.9346066,2.369917,2.369917,394.86935,20049.0,903346.0,0.63202196,28.476955,0.0,2.0,42.0,193.0,6.1042886,1.215171,53.006435,2.1709363
11,0,12,0,not leaf,0.29,0.71,264.5,129.0,28.0,0.0,0.2507349,0.0,259.0,264.4904,129.02954,27.937962,264.5251,128.92278,28.162163,0.2767094,1.0,936.0,0.0,677.0,261.0,125.0,22.0,37.159016,203.60439,37.159016,-0.8826195,-0.8826195,203.60439,259.0,1840.0,6145.0,0.7501588,1.5558895,-0.0053025344,-0.99998593,0.99998593,-0.0053025344,3.082565,1.4647485,1.2907127,7.104247,23.725868,269.0,134.0,35.0,264.5251,128.92278,28.162163,0.0,2.0,32.0,81.0,-0.23455401,-0.93011236,0.28262234,-0.49768907,-0.13484246,-0.85680985,0.8350389,-0.34162623,-0.4312789,0.94834477,1.0217676,2.405336,315.69205,2.405336,1.4269682,1.4269682,315.69205,16822.0,1050665.0,0.40666246,25.39924,0.0,2.0,39.0,179.0,6.7022443,1.3766655,72.8487,3.4202595
12,0,13,0,not leaf,0.28,0.72,982.5,924.0,27.5,0.0,0.96273226,0.0,579.0,982.17017,924.14923,27.267782,982.90845,923.8152,27.787565,0.44675925,1.0,1296.0,0.0,717.0,977.0,920.0,22.0,28.145632,191.30782,28.145632,-6.1700897,-6.1700897,191.30782,579.0,3147.0,11202.0,5.7353916,2.1919968,-0.037734866,-0.9992878,0.9992878,-0.037734866,2.9343748,2.43181,1.7732912,5.435233,19.34715,989.0,929.0,34.0,982.90845,923.8152,27.787565,0.0,2.0,42.0,91.0,-0.79664016,0.45706284,-0.39554778,0.3237701,-0.2299334,-0.917771,0.51042867,0.85919976,-0.035190895,1.8271974,1.2218205,6.7111373,242.32558,6.7111373,-1.129483,-1.129483,242.32558,36122.0,726528.0,0.8669835,17.437788,0.0,2.0,65.0,205.0,5.9056807,1.9534199,60.70776,6.4568014
13,0,14,0,not leaf,0.24,0.76,1000.0,927.5,28.5,0.0,2.1274579,0.0,745.0,1000.1958,926.7996,28.04533,999.7101,928.5369,29.173155,0.40313852,1.0,1848.0,0.0,1103.0,995.0,922.0,22.0,64.1852,208.00586,64.1852,-11.965475,-11.965475,208.00586,745.0,4474.0,12717.0,12.185387,5.1644254,-0.08234852,-0.9966036,0.9966036,-0.08234852,3.0768752,2.6728761,2.03188,6.005369,17.0698,1006.0,934.0,36.0,999.7101,928.5369,29.173155,0.0,2.0,65.0,104.0,0.31768036,0.6413787,-0.69836414,0.35535282,-0.76337105,-0.53943396,0.87909245,0.076798104,0.47042376,2.9049613,1.7930566,4.148873,432.74588,4.148873,-2.2009523,-2.2009523,432.74588,26203.0,1054950.0,0.5878275,23.666323,0.0,2.0,66.0,222.0,6.1945434,1.8541495,68.05926,5.2322087
14,0,15,0,not leaf,0.41,0.59,300.5,120.5,26.5,0.0,0.23452803,0.0,147.0,300.5232,120.413506,26.493671,300.4626,120.63946,26.510204,0.3828125,1.0,384.0,0.0,237.0,297.0,118.0,23.0,59.81591,356.0408,59.81591,-8.788144,-8.788144,356.0408,147.0,1179.0,4599.0,2.1567876,0.76880807,-0.029628055,-0.999561,0.999561,-0.029628055,1.8361838,1.4214108,1.2359388,8.020409,31.285715,305.0,124.0,31.0,300.4626,120.63946,26.510204,0.0,2.0,35.0,100.0,0.43708277,-0.7986235,-0.4137138,0.10794738,-0.41007373,0.9056417,0.89291996,0.4404997,0.09302685,1.424341,0.971894,3.8456533,360.42737,3.8456533,1.3773092,1.3773092,360.42737,13185.0,710793.0,0.5179933,27.924608,0.0,2.0,42.0,193.0,6.541899,1.1960424,61.170086,2.27794
15,0,16,0,nuclei,0.58,0.42,576.0,147.0,28.5,0.0,1.0265118,0.0,491.0,575.99146,146.96805,28.850904,576.0163,147.0611,27.82892,0.34335664,1.0,1430.0,0.0,939.0,571.0,141.0,24.0,23.85316,133.16005,23.85316,2.2095935,2.2095935,133.16005,491.0,2416.0,7943.0,2.8881457,2.6103156,0.020202208,-0.9997959,0.9997959,0.020202208,2.982613,2.203601,1.6529388,4.9205704,16.177189,582.0,154.0,34.0,576.0163,147.0611,27.82892,0.0,2.0,32.0,77.0,-0.6540689,-0.46928823,-0.5932642,-0.6308979,0.77113235,0.08557292,0.41732687,0.43025973,-0.8004467,1.4352314,1.2826309,1.9173422,333.95636,1.9173422,-1.088321,-1.088321,333.95636,15027.0,776136.0,0.43553996,22.495392,0.0,2.0,26.0,209.0,4.728062,1.6284788,35.23881,4.111265
16,0,17,0,not leaf,0.39,0.61,331.5,108.0,29.5,0.0,0.71325666,0.0,281.0,331.27686,107.85203,29.601433,331.83273,108.22064,29.348755,0.40142858,1.0,700.0,0.0,419.0,327.0,105.0,25.0,45.782196,460.77682,45.782196,19.72061,19.72061,460.77682,281.0,1716.0,12528.0,3.0882373,-0.04308336,0.047360126,-0.9988779,0.9988779,0.047360126,2.3366644,1.9381868,1.3726163,6.1067615,44.58363,337.0,112.0,35.0,331.83273,108.22064,29.348755,0.0,2.0,36.0,120.0,-0.63312244,0.62102836,-0.46203867,0.24582852,-0.40468568,-0.88079387,0.7339784,0.6712327,-0.103549115,1.7147534,0.5285507,3.4205842,470.78088,3.4205842,-0.38385263,-0.38385263,470.78088,13974.0,1124896.0,0.4246642,34.185135,0.0,2.0,42.0,193.0,7.380113,1.1145542,75.61273,1.9178793
17,0,18,0,not leaf,0.28,0.72,958.0,937.0,31.0,0.0,3.0112162,0.0,1140.0,957.61176,935.90643,30.82465,958.6079,938.7123,31.27456,0.3897436,1.0,2925.0,0.0,1785.0,951.0,930.0,25.0,35.9956,106.94075,35.9956,0.64773005,0.64773005,106.94075,1140.0,6806.0,15605.0,3.2672212,1.1858827,0.009128871,-0.99995834,0.99995834,0.009128871,3.6510234,2.947202,2.461317,5.9701753,13.688597,966.0,945.0,38.0,958.6079,938.7123,31.27456,0.0,2.0,38.0,59.0,-0.7136476,-0.53625286,0.45071054,0.6335807,-0.76856786,0.08876349,0.29880196,0.34890735,0.88824606,1.6103162,1.1160289,3.2124279,307.4955,3.2124279,-2.0057254,-2.0057254,307.4955,28954.0,918861.0,0.5950145,18.882904,0.0,2.0,42.0,205.0,4.8265114,2.0843518,38.07305,7.068863
18,0,19,0,not leaf,0.35,0.65,331.0,99.5,32.0,0.0,0.31966344,0.0,305.0,331.0591,99.59338,31.92435,330.91803,99.37049,32.10492,0.41895604,1.0,728.0,0.0,423.0,328.0,96.0,26.0,47.119442,331.78375,47.119442,19.068874,19.068874,331.78375,305.0,2168.0,11516.0,1.301459,-0.25000334,0.0665415,-0.99778366,0.99778366,0.0665415,2.767651,1.5586174,1.5295213,7.1081967,37.757378,335.0,104.0,39.0,330.91803,99.37049,32.10492,0.0,2.0,36.0,91.0,0.07569822,-0.9763546,0.20248808,0.038822945,0.20580263,0.97782314,0.9963747,0.06615828,-0.053483855,1.246396,0.49127245,2.0721278,470.51318,2.0721278,0.027689766,0.027689766,470.51318,13174.0,1413031.0,0.31434026,33.715843,0.0,2.0,36.0,193.0,8.216391,1.1256958,102.71276,1.910696
19,0,20,0,not leaf,0.23,0.77,1003.0,837.0,34.0,0.0,0.41374457,0.0,1309.0,1003.08954,837.0421,33.87367,1002.85864,836.93353,34.19939,0.38785186,1.0,3375.0,0.0,2066.0,996.0,830.0,27.0,35.565483,140.76364,35.565483,-0.761932,-0.761932,140.76364,1309.0,8383.0,19579.0,3.2324522,2.0221033,-0.007242257,-0.9999738,0.9999738,-0.007242257,3.6575243,3.182464,2.551869,6.404125,14.957219,1011.0,845.0,42.0,1002.85864,836.93353,34.19939,0.0,2.0,45.0,78.0,-0.7724133,0.42446828,-0.47244513,0.43167773,0.8965011,0.09969981,-0.465867,0.12693457,0.8757029,1.4835021,1.2865988,4.468917,111.63393,4.468917,0.32070637,0.32070637,111.63393,32639.0,605132.0,0.6942991,12.87241,0.0,2.0,45.0,104.0,5.4321165,1.4851524,48.423252,3.2155063
20,0,21,0,not leaf,0.27,0.73,986.0,857.5,32.0,0.0,0.9107979,0.0,1012.0,985.59296,857.2859,32.020203,986.3982,857.7095,31.980238,0.50549453,1.0,2002.0,0.0,990.0,980.0,851.0,27.0,27.475014,115.19742,27.475014,0.82963234,0.82963234,115.19742,1012.0,5825.0,14617.0,3.0452573,2.459412,0.009456205,-0.9999553,0.9999553,0.009456205,3.2238898,2.8420882,2.4182544,5.755929,14.443676,993.0,865.0,38.0,986.3982,857.7095,31.980238,0.0,2.0,36.0,71.0,0.48587114,0.86711216,0.10975327,0.8221488,-0.49603206,0.279327,-0.29664898,0.04548341,0.95390284,1.3947623,1.313459,5.0910163,141.41336,5.0910163,-0.3812642,-0.3812642,141.41336,29701.0,611270.0,0.72145844,14.848183,0.0,2.0,45.0,113.0,5.341347,1.4483585,42.144337,3.0505064
21,0,22,0,not leaf,0.27,0.73,1019.5,850.5,34.5,0.0,2.7540917,0.0,562.0,1018.8069,849.94244,33.768543,1020.4644,851.2758,35.51779,0.41815478,1.0,1344.0,0.0,782.0,1016.0,845.0,28.0,46.011124,67.943,46.011124,3.562936,3.562936,67.943,562.0,3217.0,5770.0,6.6730165,1.7660108,0.15642987,-0.9876891,0.9876891,0.15642987,2.8847892,2.5546687,1.8346187,5.7241993,10.266904,1024.0,857.0,42.0,1020.4644,851.2758,35.51779,0.0,2.0,45.0,46.0,-0.20561093,0.11730196,0.9715783,-0.04114642,0.9908764,-0.12833953,0.9777684,0.066364974,0.19890845,2.1839402,1.2720265,6.1451883,141.6818,6.1451883,0.078357175,0.078357175,141.6818,21445.0,381191.0,0.83013976,14.755971,0.0,2.0,45.0,104.0,4.9615145,1.3825997,35.399727,2.5454295
22,0,23,0,not leaf,0.22,0.78,228.0,127.0,37.0,0.0,0.90589464,0.0,312.0,228.0096,127.15931,36.700577,227.98398,126.73397,37.5,0.3745498,1.0,833.0,0.0,521.0,225.0,124.0,29.0,46.024612,187.64447,46.024612,-8.308083,-8.308083,187.64447,312.0,2194.0,6275.0,1.9559747,0.8283894,-0.058364496,-0.99829537,0.99829537,-0.058364496,4.1471024,1.3695016,1.3213657,7.032051,20.112179,232.0,131.0,46.0,227.98398,126.73397,37.5,0.0,2.0,32.0,80.0,-0.07047545,0.39231372,0.91712767,-0.0007267366,-0.9194337,0.39324433,0.99751323,0.027047561,0.06508262,1.3782983,0.9471373,3.2935674,217.657,3.2935674,1.9009752,1.9009752,217.657,27320.0,1186215.0,0.50656384,21.994642,0.0,2.0,39.0,141.0,5.881697,1.1427629,51.41081,2.020838
23,0,24,0,not leaf,0.26,0.74,973.0,889.0,34.5,0.0,0.4191137,0.0,703.0,973.07306,889.1483,34.57579,972.9047,888.8065,34.40114,0.4339506,1.0,1620.0,0.0,917.0,969.0,882.0,29.0,39.638275,98.01844,39.638275,5.6791377,5.6791377,98.01844,703.0,4564.0,9514.0,1.7367306,2.3276176,0.09593053,-0.99538803,0.99538803,0.09593053,3.331704,2.6485755,1.7276084,6.4921765,13.533428,978.0,897.0,41.0,972.9047,888.8065,34.40114,0.0,2.0,35.0,69.0,0.36432028,0.16715103,-0.9161503,-0.9119884,0.26320437,-0.31464377,0.18854173,0.9501495,0.24833049,1.2855806,1.268861,2.8833125,160.91136,2.8833125,-1.0467106,-1.0467106,160.91136,21262.0,673006.0,0.49510992,15.671712,0.0,2.0,36.0,134.0,5.385781,1.5730178,44.429646,4.061714
24,0,25,0,not leaf,0.4,0.6,557.5,1014.5,34.0,0.0,1.8409379,0.0,274.0,557.6544,1014.91315,33.54054,557.208,1013.719,34.868614,0.3459596,1.0,792.0,0.0,518.0,555.0,1009.0,29.0,75.16048,488.05408,75.16048,9.363445,9.363445,488.05408,274.0,1856.0,10145.0,9.845089,2.9171424,0.022660151,-0.9997432,0.9997432,0.022660151,3.0107837,1.5865985,1.3376559,6.7737226,37.025547,561.0,1021.0,40.0,557.208,1013.719,34.868614,0.0,2.0,62.0,147.0,-0.025783421,0.43383947,-0.9006212,0.6991267,-0.63612586,-0.326444,0.71453273,0.63806516,0.28690726,2.6128361,1.3341925,2.0666838,345.85757,2.0666838,1.080741,1.080741,345.85757,9369.0,662921.0,0.377341,26.699465,0.0,2.0,35.0,222.0,7.267486,1.427265,93.50264,3.6927047
25,0,26,0,not leaf,0.12,0.88,809.5,1016.0,34.5,0.0,2.4319663,0.0,1160.0,809.4519,1016.8543,34.338943,809.5862,1014.4681,34.78879,0.3580247,1.0,3240.0,0.0,2080.0,801.0,1009.0,29.0,31.30853,260.59634,31.30853,1.6179622,1.6179622,260.59634,1160.0,7761.0,26030.0,1.3892348,2.3136756,0.007055941,-0.9999751,0.9999751,0.007055941,4.4800425,3.0969045,2.2518187,6.6905174,22.439655,819.0,1024.0,41.0,809.5862,1014.4681,34.78879,0.0,2.0,32.0,99.0,-0.9561956,-0.18439776,0.22734873,0.18166625,-0.982804,-0.03306981,0.22953725,0.009680383,0.97325176,1.1390333,1.3161203,3.248767,290.8556,3.248767,1.2093176,1.2093176,290.8556,19934.0,671899.0,0.6662433,22.456518,0.0,2.0,42.0,204.0,4.249919,1.6854178,31.801,5.170994
26,0,27,0,not leaf,0.21,0.79,219.0,128.0,37.0,0.0,0.94611394,0.0,310.0,219.08055,127.722984,36.78782,218.86774,128.45483,37.34839,0.3785104,1.0,819.0,0.0,509.0,216.0,124.0,31.0,42.90765,162.74028,42.90765,-12.435224,-12.435224,162.74028,310.0,2105.0,6353.0,1.0469633,0.49067858,-0.10214056,-0.99477,0.99477,-0.10214056,3.0564892,1.5669832,1.3953552,6.790323,20.493547,223.0,133.0,44.0,218.86774,128.45483,37.34839,0.0,2.0,32.0,66.0,0.22534086,0.44772017,-0.8653139,-0.43671528,-0.7475167,-0.5004983,0.87091976,-0.4906785,-0.02708018,1.1682059,0.80113405,2.5575182,197.63737,2.5575182,0.5964101,0.5964101,197.63737,17107.0,881604.0,0.40752298,21.001572,0.0,2.0,32.0,141.0,6.6223936,1.1217164,66.20137,1.9798603
27,0,28,0,not leaf,0.44,0.56,301.0,133.5,34.0,0.0,0.90945536,0.0,147.0,301.31293,133.27892,33.7551,300.68707,133.72108,34.2449,0.5,1.0,294.0,0.0,147.0,298.0,131.0,31.0,49.850155,211.4195,49.850155,-3.8331714,-3.8331714,211.4195,147.0,1129.0,3514.0,1.0226728,2.5689027,-0.023704618,-0.999719,0.999719,-0.023704618,1.8064486,1.4574189,1.2020864,7.680272,23.904762,305.0,137.0,38.0,300.68707,133.72108,34.2449,0.0,2.0,32.0,94.0,-0.57442576,-0.6562918,-0.48919955,-0.33879676,-0.35342154,0.87195754,0.74515224,-0.66661406,0.019335072,1.1555462,1.1223156,1.9167022,315.69794,1.9167022,-0.123935334,-0.123935334,315.69794,8049.0,620894.0,0.35801974,27.617382,0.0,2.0,29.0,144.0,6.018307,0.996908,53.00641,1.2862763
28,0,29,0,not leaf,0.28,0.72,959.0,909.0,34.5,0.0,0.97085136,0.0,277.0,958.86523,909.2588,34.795147,959.1805,908.65344,34.104694,0.42746913,1.0,648.0,0.0,371.0,955.0,905.0,31.0,25.707699,58.755257,25.707699,2.6235583,2.6235583,58.755257,277.0,1482.0,2628.0,4.2441344,1.7823627,0.07864886,-0.9969024,0.9969024,0.07864886,2.158957,1.6916753,1.6364921,5.3501806,9.487365,964.0,914.0,39.0,959.1805,908.65344,34.104694,0.0,2.0,35.0,41.0,0.9181543,-0.041015137,0.3940945,-0.19150953,-0.9166689,0.35077372,0.34686714,-0.39753723,-0.8494983,1.5809227,1.3278197,5.249164,144.46495,5.249164,-0.74613106,-0.74613106,144.46495,19666.0,375469.0,0.7363888,14.05935,0.0,2.0,42.0,134.0,5.159856,1.768423,38.987885,5.376292
